id	clade	short-clade	subclade	country	iso_3166_1_alpha2
A/Kenya/119/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/120/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/130/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/128/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/131/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Kenya	KE
A/Kenya/132/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Zambia/11-NIC-177/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1	Zambia	ZM
A/Zambia/11-NIC-072/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1	Zambia	ZM
A/Zambia/10-NIC-049/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1	Zambia	ZM
A/Ghana/1922/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Mauritius/P50059/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Mauritius	MU
A/Mauritius/P50061/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Mauritius	MU
A/Ghana/7400/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/8111/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Mauritius/P52643/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Mauritius	MU
A/Ghana/7529/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/2186/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/7625/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Mauritius/P53142/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Mauritius	MU
A/Zambia/09-NIC-508/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Zambia	ZM
A/Zambia/09-NIC-494/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Zambia	ZM
A/Kenya/GIHSN-HCL023180172301/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023179847501/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023179820201/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023181176301/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023181172201/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023181164601/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023181163201/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023181156801/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023181154201/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023181141801/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023181139501/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023181135301/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023181131001/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023181128501/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023181126301/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023181117601/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023181113301/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023181104001/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023181091101/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023180202101/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023180198201/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023180193901/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023180187901/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023180183901/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023180177301/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023180157101/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023180152101/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023180147401/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023180144601/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023180116701/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023180109001/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023179854501/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023179844101/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023179834501/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023179817301/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023179811301/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023179805201/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023179785301/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023178953901/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023178946201/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023178938101/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023178921201/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023178917201/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/GIHSN-HCL023178890901/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023178875201/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/Kenya/GIHSN-HCL023178857201/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	Kenya	KE
A/South_Africa/R07564/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07498/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07770/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05392/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05028/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R04996/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06084/2023	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R07874/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R04548/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05815/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R02468/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R04952/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06937/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07483/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05749/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05019/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05818/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07559/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R04988/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06066/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07772/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07768/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06577/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05022/2023	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R04406/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07062/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07849/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05029/2023	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R07227/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05390/2023	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R07262/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05008/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R04940/2023	3C.2a1b.2a.2a.3	2a.3	G.1.3	South Africa	ZA
A/South_Africa/R06315/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R04995/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07771/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05011/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/Ghana/0998/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/South_Africa/R03807/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	South Africa	ZA
A/South_Africa/R04092/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	South Africa	ZA
A/South_Africa/R02589/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R03480/2023	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/K056882/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/K056881/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/K056879/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06018/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06030/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05024/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06102/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06005/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05422/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05423/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05424/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05462/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05384/2023	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R05371/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05367/2023	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R05357/2023	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R05353/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05351/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05350/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05415/2023	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R05398/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05395/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05393/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05329/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05324/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05322/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05321/2023	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R05313/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05310/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/K056298/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/Ghana/FS-24-5982/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-5726/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-5351/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/ARI-24-1818/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/ARI-24-1568/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/ARI-24-1559/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/ARI-24-1504/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/ARI-24-1498/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/ARI-24-1488/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/1031/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/1081/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/1293/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/5160/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/1406/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/5733/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/1488/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/5726/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/South_Africa/R06425/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	South Africa	ZA
A/South_Africa/R06424/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	South Africa	ZA
A/South_Africa/R06361/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	South Africa	ZA
A/Ambositra/01616/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J		
A/Zambia/07-NIC-421/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1	Zambia	ZM
A/Zambia/07-NIC-418/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1	Zambia	ZM
A/South_Africa/NHLS-UCT-GS-0099/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/Ghana/1032/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/1671/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/1310/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Kenya/133/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/126/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Kenya	KE
A/Kenya/121/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Kenya	KE
A/Kenya/125/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Kenya	KE
A/Kenya/129/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/124/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/127/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Ghana/FS-24-1740/2024	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Ghana/7934/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	Ghana	GH
A/Kenya/6014/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Kenya/AFI-MNB-1231/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Kenya	KE
A/Zambia/06-NIC-587/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Zambia	ZM
A/South_Africa/R06050/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07723/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07568/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07555/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07524/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07462/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07368/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07365/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07362/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07353/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07351/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07350/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07349/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07344/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07261/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07249/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07241/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07238/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07229/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07203/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07192/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07190/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07188/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07161/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07122/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07114/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07079/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07078/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07077/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07074/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07073/2023	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R07043/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07042/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07013/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07012/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07003/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R07002/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06997/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06994/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06985/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06974/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06968/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06955/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06943/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06933/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06926/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R00721/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/Lusaka/01-NIC-269/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Zambia	ZM
A/South_Africa/R03808/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R03674/2023	3C.2a1b.2a.2b	2b	G.2	South Africa	ZA
A/South_Africa/R03596/2023	3C.2a1b.2a.2a.3a	2a.3a	G.1.3.1	South Africa	ZA
A/South_Africa/R03550/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	South Africa	ZA
A/South_Africa/R03514/2023	3C.2a1b.2a.2a.1b	2a.1b	G.1.1.2	South Africa	ZA
A/South_Africa/R06101/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R06093/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R05015/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/South_Africa/R04907/2023	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	South Africa	ZA
A/Mauritius/P08894/2023	3C.2a1b.2a.2a.3b	2a.3b	G.1.3.2	Mauritius	MU
A/Ghana/7364/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/7698/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-6995/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-6655/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-6654/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-6647/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-6637/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-6386/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-6374/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-6371/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-6279/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-6229/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/FS-24-6173/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Zambia/07-NIC-443/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.1.1	Zambia	ZM
A/Ghana/ARI-24-1097/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/ARI-24-1081/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Ghana/ARI-24-1048/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Ghana	GH
A/Madagascar/01250/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J	Madagascar	MG
A/Kenya/139/2024	3C.2a1b.2a.2a.3a.1	2a.3a.1	J.2	Kenya	KE
